date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2010-04-21 00:30:00,987.8,7.06,281.21,-1.98,52.42,10.07,5.28,4.79,3.33,5.34,1225.52,2.04,4.0,262.7
2010-04-21 01:00:00,987.9,6.56,280.69,-1.97,54.32,9.73,5.28,4.44,3.33,5.35,1227.84,1.51,4.48,312.1
2010-04-21 01:30:00,988.01,5.91,280.04,-1.94,56.91,9.3,5.29,4.01,3.34,5.36,1230.81,0.97,2.24,307.5
2010-04-21 02:00:00,987.97,5.38,279.51,-2.11,58.34,8.96,5.23,3.73,3.3,5.29,1233.14,2.1,4.89,282.7
2010-04-21 02:30:00,987.89,4.64,278.77,-2.1,61.51,8.51,5.23,3.28,3.3,5.3,1236.35,2.41,3.36,264.3
2010-04-21 03:00:00,988.0,4.21,278.33,-2.44,61.79,8.26,5.1,3.15,3.22,5.16,1238.46,1.16,2.88,262.1
2010-04-21 03:30:00,987.89,4.32,278.45,-2.4,61.5,8.32,5.12,3.2,3.23,5.18,1237.82,1.75,2.88,254.3
2010-04-21 04:00:00,987.84,4.46,278.59,-2.25,61.58,8.4,5.17,3.23,3.26,5.24,1237.11,2.46,3.76,260.3
2010-04-21 04:30:00,987.71,4.55,278.69,-2.27,61.11,8.46,5.17,3.29,3.26,5.23,1236.55,1.99,3.2,257.8
2010-04-21 05:00:00,987.87,4.18,278.31,-2.35,62.34,8.24,5.14,3.1,3.24,5.2,1238.42,1.39,2.36,232.3
2010-04-21 05:30:00,987.84,4.09,278.22,-2.22,63.38,8.19,5.19,3.0,3.27,5.25,1238.77,1.43,3.24,255.6
2010-04-21 06:00:00,987.89,4.41,278.54,-1.94,63.24,8.38,5.3,3.08,3.34,5.36,1237.32,0.61,1.26,197.5
2010-04-21 06:30:00,988.01,4.53,278.64,-1.88,62.98,8.44,5.32,3.13,3.35,5.38,1236.95,1.46,3.64,223.1
2010-04-21 07:00:00,988.03,5.5,279.62,-1.62,59.98,9.04,5.42,3.62,3.42,5.49,1232.61,2.51,4.61,239.4
2010-04-21 07:30:00,988.08,4.86,278.97,-1.58,62.92,8.64,5.44,3.2,3.43,5.5,1235.5,3.14,5.41,247.7
2010-04-21 08:00:00,988.15,5.26,279.37,-1.27,62.62,8.89,5.56,3.32,3.51,5.63,1233.76,2.56,4.36,256.3
2010-04-21 08:30:00,988.05,5.4,279.52,-1.15,62.52,8.98,5.61,3.36,3.54,5.68,1232.98,3.42,6.07,244.7
2010-04-21 09:00:00,988.01,5.48,279.6,-1.25,61.73,9.03,5.57,3.45,3.51,5.64,1232.6,3.65,5.53,254.0
2010-04-21 09:30:00,988.03,6.27,280.39,-1.24,58.48,9.53,5.58,3.96,3.52,5.64,1229.14,3.86,7.01,256.0
2010-04-21 10:00:00,988.14,6.25,280.37,-1.44,57.71,9.52,5.5,4.03,3.47,5.56,1229.4,2.42,4.4,257.7
2010-04-21 10:30:00,988.28,5.86,279.96,-1.25,60.14,9.27,5.57,3.69,3.52,5.64,1231.25,3.03,5.13,256.1
2010-04-21 11:00:00,988.63,4.8,278.87,0.09,71.4,8.61,6.15,2.46,3.88,6.22,1236.1,1.55,3.36,294.8
2010-04-21 11:30:00,988.87,3.39,277.43,0.78,83.0,7.79,6.47,1.32,4.08,6.54,1242.59,2.8,6.49,278.4
2010-04-21 12:00:00,988.95,2.88,276.92,0.86,86.5,7.52,6.5,1.01,4.1,6.57,1244.94,2.98,5.33,267.4
2010-04-21 12:30:00,988.51,5.19,279.28,1.53,77.1,8.85,6.82,2.03,4.3,6.9,1233.9,2.92,5.21,227.5
2010-04-21 13:00:00,988.32,6.51,280.61,1.26,69.04,9.69,6.69,3.0,4.22,6.77,1227.92,3.24,6.37,241.0
2010-04-21 13:30:00,988.03,7.34,281.47,-0.92,55.61,10.26,5.71,4.56,3.6,5.78,1224.38,3.64,6.53,271.2
2010-04-21 14:00:00,988.36,6.01,280.11,-1.4,58.87,9.36,5.51,3.85,3.48,5.58,1230.72,2.85,5.13,257.5
2010-04-21 14:30:00,988.37,6.75,280.84,-0.94,57.85,9.85,5.7,4.15,3.59,5.77,1227.41,2.61,6.57,305.6
2010-04-21 15:00:00,988.16,7.38,281.5,-1.27,54.07,10.29,5.57,4.73,3.51,5.63,1224.44,3.86,7.97,254.8
2010-04-21 15:30:00,988.29,7.25,281.36,-2.73,48.95,10.2,4.99,5.21,3.15,5.05,1225.43,3.25,6.53,274.7
2010-04-21 16:00:00,988.18,7.46,281.58,-2.44,49.3,10.35,5.1,5.25,3.22,5.16,1224.33,3.11,6.37,295.4
2010-04-21 16:30:00,988.22,7.42,281.53,-1.08,54.68,10.32,5.64,4.68,3.56,5.71,1224.3,3.22,5.89,223.2
2010-04-21 17:00:00,988.41,7.03,281.13,-3.31,47.59,10.05,4.78,5.27,3.01,4.84,1226.64,2.52,5.13,285.6
2010-04-21 17:30:00,988.4,7.08,281.18,-2.56,50.16,10.08,5.06,5.03,3.19,5.12,1226.28,2.04,5.41,255.1
2010-04-21 18:00:00,988.49,6.45,280.54,-3.2,49.92,9.66,4.82,4.84,3.04,4.88,1229.25,2.85,5.31,259.5
2010-04-21 18:30:00,988.65,6.03,280.1,-3.84,48.98,9.38,4.59,4.78,2.89,4.65,1231.44,2.92,5.69,275.4
2010-04-21 19:00:00,988.99,5.56,279.6,-3.88,50.47,9.08,4.58,4.5,2.89,4.63,1233.94,1.25,3.08,266.9
2010-04-21 19:30:00,989.14,4.92,278.95,-3.7,53.51,8.68,4.64,4.04,2.93,4.7,1236.94,1.5,2.08,255.4
2010-04-21 20:00:00,989.44,4.37,278.37,-3.33,57.18,8.35,4.77,3.57,3.01,4.82,1239.72,1.76,3.48,265.2
2010-04-21 20:30:00,989.73,3.74,277.72,-3.06,61.0,7.99,4.87,3.12,3.07,4.92,1242.84,1.81,2.92,259.3
2010-04-21 21:00:00,989.9,3.33,277.29,-3.16,62.32,7.76,4.84,2.92,3.04,4.89,1244.92,2.41,3.2,261.9
2010-04-21 21:30:00,990.09,3.07,277.01,-3.51,61.84,7.62,4.71,2.91,2.96,4.76,1246.4,2.53,3.76,256.7
2010-04-21 22:00:00,990.21,2.92,276.86,-3.6,62.06,7.54,4.68,2.86,2.94,4.72,1247.22,2.14,3.16,259.9
2010-04-21 22:30:00,990.29,2.77,276.7,-3.64,62.55,7.46,4.66,2.79,2.93,4.71,1248.03,2.31,3.16,262.3
2010-04-21 23:00:00,990.27,2.56,276.5,-3.57,63.81,7.35,4.69,2.66,2.95,4.74,1248.91,1.87,2.76,258.5
2010-04-21 23:30:00,990.44,2.15,276.07,-3.58,65.64,7.14,4.68,2.45,2.95,4.73,1250.99,2.54,3.36,249.9
2010-04-22 00:00:00,990.48,1.68,275.6,-3.51,68.25,6.9,4.71,2.19,2.96,4.75,1253.17,2.69,3.24,244.7
2010-04-22 00:30:00,990.59,1.28,275.18,-3.49,70.4,6.7,4.72,1.98,2.97,4.76,1255.15,3.45,4.57,245.3
2010-04-22 01:00:00,990.58,1.26,275.16,-3.55,70.2,6.69,4.7,1.99,2.95,4.74,1255.25,3.14,4.2,247.3
2010-04-22 01:30:00,990.6,1.1,275.0,-3.62,70.6,6.61,4.67,1.94,2.94,4.71,1256.01,2.84,3.48,246.6
2010-04-22 02:00:00,990.49,0.97,274.88,-3.6,71.4,6.55,4.68,1.87,2.94,4.72,1256.45,3.4,4.08,247.0
2010-04-22 02:30:00,990.58,0.98,274.88,-3.59,71.4,6.56,4.68,1.88,2.94,4.73,1256.54,3.01,3.85,251.1
2010-04-22 03:00:00,990.82,0.91,274.79,-3.53,72.1,6.52,4.7,1.82,2.96,4.75,1257.16,3.3,4.17,248.6
2010-04-22 03:30:00,990.84,0.67,274.55,-3.52,73.4,6.41,4.71,1.71,2.96,4.75,1258.27,2.69,3.12,246.1
2010-04-22 04:00:00,990.83,0.39,274.27,-3.56,74.7,6.28,4.69,1.59,2.95,4.74,1259.55,2.94,3.57,248.4
2010-04-22 04:30:00,990.72,0.3,274.19,-3.58,75.1,6.24,4.69,1.55,2.95,4.73,1259.84,3.31,4.45,250.8
2010-04-22 05:00:00,990.71,0.31,274.2,-3.65,74.6,6.25,4.66,1.59,2.93,4.7,1259.79,2.81,3.73,247.0
2010-04-22 05:30:00,990.8,0.03,273.91,-3.71,75.8,6.12,4.64,1.48,2.92,4.68,1261.19,3.01,3.59,245.7
2010-04-22 06:00:00,991.05,0.84,274.7,-3.3,73.7,6.49,4.78,1.71,3.01,4.83,1257.72,0.67,1.32,137.7
2010-04-22 06:30:00,991.16,1.32,275.18,-3.13,72.1,6.72,4.85,1.88,3.05,4.89,1255.61,1.08,2.0,143.8
2010-04-22 07:00:00,991.31,3.14,276.99,-2.47,66.47,7.66,5.09,2.57,3.2,5.14,1247.41,0.79,1.7,154.8
2010-04-22 07:30:00,991.26,3.8,277.66,-2.36,63.99,8.02,5.13,2.89,3.23,5.18,1244.36,1.94,4.73,244.1
2010-04-22 08:00:00,991.51,4.19,278.03,-2.21,62.94,8.25,5.19,3.06,3.26,5.23,1242.91,2.73,5.33,280.1
2010-04-22 08:30:00,991.54,4.3,278.14,-2.21,62.45,8.31,5.19,3.12,3.26,5.23,1242.45,2.57,4.44,292.9
2010-04-22 09:00:00,991.46,5.06,278.9,-2.51,57.92,8.77,5.08,3.69,3.19,5.12,1239.0,1.78,3.84,299.2
2010-04-22 09:30:00,991.44,5.36,279.21,-2.39,57.2,8.95,5.12,3.83,3.22,5.16,1237.62,3.27,6.05,240.3
2010-04-22 10:00:00,991.37,5.82,279.67,-3.18,52.24,9.24,4.83,4.41,3.03,4.87,1235.66,2.37,5.17,291.8
2010-04-22 10:30:00,991.19,6.22,280.09,-3.08,51.21,9.5,4.87,4.64,3.06,4.91,1233.64,2.71,4.28,276.8
2010-04-22 11:00:00,990.93,6.85,280.74,-3.94,45.95,9.92,4.56,5.36,2.87,4.6,1230.7,1.99,4.0,7.12
2010-04-22 11:30:00,990.7,7.64,281.55,-2.66,47.9,10.48,5.02,5.46,3.16,5.07,1226.71,1.89,3.68,278.9
2010-04-22 12:00:00,990.51,8.0,281.93,-2.97,45.66,10.74,4.9,5.84,3.08,4.95,1224.96,2.02,5.5,297.4
2010-04-22 12:30:00,990.25,8.54,282.49,-2.44,45.79,11.14,5.1,6.04,3.21,5.15,1222.2,1.82,3.44,175.4
2010-04-22 13:00:00,990.01,8.17,282.14,-2.92,45.31,10.86,4.92,5.94,3.1,4.97,1223.59,2.82,5.97,23.47
2010-04-22 13:30:00,989.88,9.73,283.71,-2.84,41.02,12.07,4.95,7.12,3.12,5.0,1216.67,1.68,4.78,281.6
2010-04-22 14:00:00,989.67,10.17,284.17,-3.28,38.53,12.43,4.79,7.64,3.02,4.84,1214.6,1.68,4.6,243.7
2010-04-22 14:30:00,989.47,10.16,284.18,-4.15,36.12,12.43,4.49,7.94,2.83,4.54,1214.53,1.91,4.44,325.0
2010-04-22 15:00:00,989.25,10.5,284.54,-4.15,35.3,12.71,4.49,8.22,2.83,4.54,1212.81,2.07,4.84,294.9
2010-04-22 15:30:00,988.95,11.15,285.21,-4.78,32.24,13.28,4.28,9.0,2.7,4.33,1209.76,1.4,3.8,332.5
2010-04-22 16:00:00,988.78,10.78,284.86,-5.36,31.6,12.95,4.09,8.86,2.58,4.14,1211.22,2.1,3.52,275.7
2010-04-22 16:30:00,988.62,10.96,285.05,-4.92,32.3,13.11,4.23,8.87,2.67,4.28,1210.19,1.7,3.44,336.4
2010-04-22 17:00:00,988.39,11.18,285.29,-5.1,31.4,13.3,4.18,9.12,2.63,4.23,1209.0,1.34,2.8,16.68
2010-04-22 17:30:00,988.29,10.89,285.01,-4.37,33.83,13.05,4.41,8.63,2.78,4.47,1210.0,1.96,4.26,14.06
2010-04-22 18:00:00,988.14,10.91,285.04,-4.67,33.03,13.06,4.32,8.75,2.72,4.37,1209.78,1.13,2.92,32.09
2010-04-22 18:30:00,988.13,9.54,283.67,-4.91,35.53,11.92,4.24,7.68,2.67,4.29,1215.66,1.1,2.2,10.57
2010-04-22 19:00:00,988.09,8.86,282.99,-4.76,37.64,11.38,4.29,7.1,2.7,4.34,1218.52,0.96,1.56,332.1
2010-04-22 19:30:00,988.13,8.39,282.51,-4.71,39.01,11.03,4.3,6.73,2.71,4.35,1220.6,0.93,1.3,346.4
2010-04-22 20:00:00,988.24,8.11,282.22,-5.13,38.52,10.82,4.17,6.65,2.63,4.22,1222.01,1.05,1.64,336.1
2010-04-22 20:30:00,988.49,6.76,280.85,-4.29,45.01,9.86,4.44,5.42,2.8,4.49,1228.09,0.96,1.36,26.07
2010-04-22 21:00:00,988.63,5.81,279.88,-4.35,47.86,9.23,4.42,4.81,2.79,4.47,1232.47,0.66,1.36,243.2
2010-04-22 21:30:00,988.78,4.62,278.68,-3.61,54.98,8.5,4.67,3.83,2.95,4.73,1237.8,1.08,1.54,32.08
2010-04-22 22:00:00,988.87,4.16,278.21,-4.08,54.83,8.23,4.51,3.72,2.84,4.56,1240.05,0.46,1.32,102.6
2010-04-22 22:30:00,988.95,3.11,277.15,-3.84,60.13,7.64,4.59,3.05,2.89,4.64,1244.83,1.03,1.28,246.8
2010-04-22 23:00:00,988.81,2.4,276.45,-3.72,63.8,7.26,4.64,2.63,2.92,4.69,1247.82,0.48,0.76,252.0
2010-04-22 23:30:00,988.87,2.02,276.06,-4.25,63.02,7.07,4.45,2.61,2.81,4.5,1249.73,1.16,1.72,227.8
2010-04-23 00:00:00,989.04,1.69,275.71,-3.42,68.69,6.9,4.74,2.16,2.99,4.79,1251.31,0.21,0.4,192.7
2010-04-23 00:30:00,989.12,0.86,274.88,-3.63,71.8,6.5,4.67,1.83,2.94,4.72,1255.23,0.39,0.78,80.3
2010-04-23 01:00:00,989.0,0.26,274.29,-3.9,73.5,6.22,4.57,1.65,2.88,4.63,1257.87,0.75,1.44,230.6
2010-04-23 01:30:00,988.88,-0.16,273.88,-4.08,74.7,6.04,4.51,1.53,2.84,4.56,1259.67,1.3,1.56,221.6
2010-04-23 02:00:00,988.75,-0.5,273.54,-4.15,76.2,5.89,4.49,1.4,2.83,4.54,1261.1,0.73,1.12,195.7
2010-04-23 02:30:00,988.67,-1.17,272.88,-4.36,78.8,5.61,4.42,1.19,2.78,4.47,1264.12,0.61,0.98,188.2
2010-04-23 03:00:00,988.78,-1.55,272.49,-4.41,80.7,5.45,4.4,1.05,2.77,4.45,1266.03,0.73,1.1,184.3
2010-04-23 03:30:00,988.86,-1.7,272.33,-4.34,82.1,5.39,4.43,0.96,2.79,4.48,1266.85,0.51,1.24,141.6
2010-04-23 04:00:00,988.99,-1.99,272.03,-4.35,83.8,5.27,4.42,0.85,2.78,4.47,1268.38,1.31,1.52,224.5
2010-04-23 04:30:00,989.11,-1.97,272.04,-4.25,84.3,5.28,4.45,0.83,2.81,4.5,1268.4,1.16,1.36,220.2
2010-04-23 05:00:00,989.08,-2.17,271.84,-4.28,85.4,5.21,4.45,0.76,2.8,4.49,1269.32,0.55,1.2,131.3
2010-04-23 05:30:00,989.28,-2.1,271.9,-4.11,86.0,5.23,4.5,0.73,2.84,4.55,1269.2,0.25,0.56,94.7
2010-04-23 06:00:00,989.53,-0.37,273.62,-3.75,77.8,5.95,4.63,1.32,2.91,4.68,1261.41,0.7,1.04,187.1
2010-04-23 06:30:00,989.54,0.88,274.86,-3.32,73.4,6.51,4.78,1.73,3.01,4.83,1255.62,0.46,1.08,198.6
2010-04-23 07:00:00,989.76,1.0,274.97,-3.46,72.0,6.57,4.73,1.84,2.98,4.78,1255.36,1.09,1.7,138.8
2010-04-23 07:30:00,989.89,1.42,275.37,-3.24,71.0,6.77,4.81,1.96,3.02,4.85,1253.6,1.05,1.76,133.4
2010-04-23 08:00:00,989.96,3.18,277.14,-2.57,65.78,7.68,5.05,2.63,3.18,5.1,1245.54,1.03,2.12,129.1
2010-04-23 08:30:00,989.86,4.4,278.37,-2.0,62.98,8.37,5.27,3.1,3.32,5.33,1239.85,1.49,2.4,55.54
2010-04-23 09:00:00,989.82,6.4,280.38,-1.77,55.75,9.62,5.36,4.26,3.38,5.42,1230.91,0.91,1.52,76.0
2010-04-23 09:30:00,989.79,9.31,283.3,-1.11,47.98,11.74,5.63,6.11,3.55,5.69,1218.05,0.69,1.56,26.91
2010-04-23 10:00:00,989.73,9.71,283.71,-1.27,46.15,12.06,5.56,6.49,3.5,5.62,1216.28,1.22,2.72,71.0
2010-04-23 10:30:00,989.45,10.39,284.41,-0.94,45.17,12.62,5.7,6.92,3.59,5.76,1212.96,0.99,2.36,48.27
2010-04-23 11:00:00,989.33,11.37,285.4,-1.07,41.91,13.47,5.65,7.82,3.56,5.71,1208.66,1.01,2.96,204.7
2010-04-23 11:30:00,989.07,12.2,286.26,-0.93,40.09,14.23,5.7,8.53,3.6,5.77,1204.8,1.63,3.92,29.7
2010-04-23 12:00:00,988.9,12.28,286.35,-1.35,38.67,14.31,5.53,8.77,3.49,5.59,1204.34,1.5,2.88,125.0
2010-04-23 12:30:00,988.78,13.44,287.53,-1.94,34.32,15.44,5.3,10.14,3.34,5.36,1199.42,1.19,2.72,123.8
2010-04-23 13:00:00,988.62,12.94,287.04,-3.0,32.75,14.94,4.89,10.05,3.08,4.95,1201.51,2.49,3.44,141.5
2010-04-23 13:30:00,988.6,14.32,288.42,-3.51,28.82,16.34,4.71,11.63,2.97,4.76,1195.8,1.22,2.4,185.9
2010-04-23 14:00:00,988.41,14.49,288.61,-2.22,31.38,16.53,5.19,11.34,3.27,5.25,1194.65,1.95,3.28,109.7
2010-04-23 14:30:00,988.22,14.37,288.51,-2.09,31.93,16.4,5.24,11.16,3.3,5.3,1194.89,2.63,4.72,42.58
2010-04-23 15:00:00,988.11,14.11,288.25,-1.1,34.94,16.12,5.63,10.49,3.55,5.7,1195.66,2.94,4.8,49.26
2010-04-23 15:30:00,988.06,13.95,288.1,-1.08,35.37,15.96,5.64,10.31,3.56,5.71,1196.26,3.04,4.6,37.15
2010-04-23 16:00:00,987.99,14.08,288.23,-0.61,36.3,16.09,5.84,10.25,3.69,5.91,1195.54,4.52,6.6,28.26
2010-04-23 16:30:00,988.05,14.03,288.18,-0.51,36.69,16.04,5.89,10.15,3.71,5.96,1195.8,4.93,6.52,37.73
2010-04-23 17:00:00,988.09,13.91,288.06,-0.51,36.98,15.92,5.89,10.03,3.71,5.96,1196.35,4.05,5.8,20.68
2010-04-23 17:30:00,988.2,13.91,288.05,-0.7,36.45,15.92,5.8,10.11,3.66,5.87,1196.52,4.61,6.32,30.0
2010-04-23 18:00:00,988.38,13.59,287.71,-0.81,36.93,15.59,5.76,9.83,3.63,5.82,1198.1,4.64,6.4,38.98
2010-04-23 18:30:00,988.69,12.64,286.73,-1.02,38.7,14.65,5.67,8.98,3.57,5.73,1202.5,3.44,4.64,34.01
2010-04-23 19:00:00,988.89,12.17,286.24,-1.11,39.66,14.2,5.63,8.57,3.55,5.7,1204.74,2.15,3.08,44.82
2010-04-23 19:30:00,989.22,11.51,285.55,-1.1,41.45,13.6,5.64,7.96,3.55,5.7,1207.94,1.61,2.88,50.86
2010-04-23 20:00:00,989.56,10.93,284.94,-1.35,42.28,13.08,5.53,7.55,3.48,5.59,1210.87,2.33,3.36,27.49
2010-04-23 20:30:00,989.93,10.43,284.41,-1.17,44.29,12.65,5.6,7.05,3.53,5.66,1213.42,1.35,1.98,14.91
2010-04-23 21:00:00,990.18,10.0,283.96,-1.53,44.41,12.29,5.46,6.83,3.44,5.51,1215.64,0.74,1.24,349.9
2010-04-23 21:30:00,990.43,8.62,282.56,-1.02,50.62,11.2,5.67,5.53,3.57,5.72,1221.81,0.45,0.84,48.81
2010-04-23 22:00:00,990.67,7.54,281.45,-0.73,55.65,10.41,5.79,4.62,3.64,5.85,1226.75,0.35,0.64,30.39
2010-04-23 22:30:00,990.84,6.74,280.63,-1.06,57.39,9.85,5.65,4.2,3.56,5.7,1230.54,0.39,0.78,57.22
2010-04-23 23:00:00,990.93,6.31,280.2,-0.95,59.58,9.56,5.7,3.87,3.58,5.75,1232.51,0.46,1.0,41.4
2010-04-23 23:30:00,990.96,5.68,279.56,-1.06,61.77,9.15,5.65,3.5,3.56,5.7,1235.37,0.26,0.48,18.69
2010-04-24 00:00:00,991.21,5.3,279.16,-0.93,64.03,8.91,5.71,3.21,3.59,5.76,1237.35,0.13,0.4,0.1
2010-04-24 00:30:00,991.2,4.4,278.26,-1.44,65.68,8.37,5.5,2.87,3.46,5.55,1241.44,0.36,1.16,242.7
2010-04-24 01:00:00,991.21,3.93,277.79,-1.47,67.68,8.1,5.48,2.62,3.45,5.53,1243.54,1.79,2.8,201.0
2010-04-24 01:30:00,991.3,2.93,276.78,-1.43,72.9,7.54,5.5,2.04,3.46,5.55,1248.15,0.93,1.36,210.8
2010-04-24 02:00:00,991.33,2.44,276.28,-1.63,74.4,7.28,5.42,1.86,3.41,5.47,1250.48,0.2,0.4,47.44
2010-04-24 02:30:00,991.33,1.78,275.63,-1.77,77.2,6.95,5.36,1.58,3.37,5.41,1253.49,0.38,0.64,176.1
2010-04-24 03:00:00,991.45,1.73,275.56,-1.66,78.1,6.92,5.41,1.52,3.4,5.45,1253.86,0.36,0.72,130.6
2010-04-24 03:30:00,991.58,1.62,275.45,-1.57,79.2,6.87,5.44,1.43,3.42,5.49,1254.48,0.4,0.64,154.0
2010-04-24 04:00:00,991.74,0.97,274.79,-1.69,82.3,6.56,5.4,1.16,3.39,5.44,1257.68,0.33,0.68,169.0
2010-04-24 04:30:00,991.95,0.83,274.63,-1.79,82.5,6.49,5.35,1.14,3.36,5.4,1258.61,0.3,0.54,180.8
2010-04-24 05:00:00,992.16,0.47,274.25,-1.89,84.1,6.32,5.32,1.01,3.34,5.36,1260.56,0.35,0.78,181.6
2010-04-24 05:30:00,992.43,0.18,273.94,-1.98,85.3,6.19,5.28,0.91,3.32,5.32,1262.26,0.69,1.08,189.5
2010-04-24 06:00:00,992.77,2.08,275.81,-1.22,78.7,7.1,5.59,1.51,3.51,5.63,1253.85,0.55,1.14,200.3
2010-04-24 06:30:00,992.97,3.04,276.76,-1.12,74.0,7.6,5.63,1.98,3.53,5.67,1249.69,0.56,1.04,136.8
2010-04-24 07:00:00,993.25,3.77,277.47,-0.86,71.6,8.01,5.73,2.27,3.6,5.77,1246.71,0.65,1.0,112.4
2010-04-24 07:30:00,993.65,5.48,279.15,-0.18,66.77,9.03,6.03,3.0,3.78,6.07,1239.42,0.63,1.4,135.6
2010-04-24 08:00:00,993.7,6.24,279.91,-0.21,63.2,9.52,6.01,3.5,3.77,6.05,1236.12,0.88,1.52,131.9
2010-04-24 08:30:00,993.97,7.9,281.55,0.55,59.62,10.67,6.36,4.31,3.99,6.4,1229.0,0.85,1.96,50.25
2010-04-24 09:00:00,993.85,9.91,283.57,0.93,53.47,12.22,6.53,5.69,4.1,6.57,1220.05,0.81,1.6,128.9
2010-04-24 09:30:00,993.91,10.83,284.49,1.22,51.34,13.0,6.67,6.32,4.19,6.71,1216.1,2.21,3.44,23.16
2010-04-24 10:00:00,994.02,12.08,285.73,1.33,47.66,14.12,6.73,7.39,4.22,6.77,1210.88,2.52,4.16,19.39
2010-04-24 10:30:00,993.92,13.07,286.73,1.94,46.65,15.07,7.03,8.04,4.41,7.07,1206.43,2.58,4.12,43.09
2010-04-24 11:00:00,993.9,14.75,288.41,2.93,44.89,16.81,7.54,9.26,4.73,7.59,1199.13,1.56,2.8,58.97
2010-04-24 11:30:00,993.79,15.74,289.41,3.05,42.47,17.91,7.61,10.3,4.77,7.65,1194.87,1.85,4.4,23.38
2010-04-24 12:00:00,993.67,15.85,289.54,2.28,39.92,18.04,7.2,10.84,4.52,7.25,1194.45,1.98,4.08,129.8
2010-04-24 12:30:00,993.64,17.81,291.5,2.59,36.04,20.43,7.36,13.06,4.62,7.41,1186.29,1.44,3.32,333.3
2010-04-24 13:00:00,993.57,17.09,290.79,2.3,36.95,19.52,7.21,12.31,4.53,7.26,1189.21,2.07,5.76,43.2
2010-04-24 13:30:00,993.66,16.85,290.54,1.91,36.47,19.22,7.01,12.21,4.4,7.06,1190.4,3.27,5.16,31.12
2010-04-24 14:00:00,993.71,17.35,291.03,1.95,35.45,19.84,7.03,12.81,4.41,7.08,1188.41,2.77,5.2,51.73
2010-04-24 14:30:00,993.61,17.43,291.12,1.76,34.78,19.94,6.94,13.01,4.35,6.98,1188.01,2.72,4.76,73.7
2010-04-24 15:00:00,993.52,18.07,291.77,1.72,33.31,20.76,6.92,13.85,4.34,6.96,1185.3,3.01,5.12,46.13
2010-04-24 15:30:00,993.49,17.71,291.41,1.56,33.69,20.3,6.84,13.46,4.29,6.88,1186.76,2.97,4.48,60.77
2010-04-24 16:00:00,993.6,17.66,291.35,1.6,33.9,20.23,6.86,13.37,4.31,6.9,1187.09,4.04,5.64,65.31
2010-04-24 16:30:00,993.68,17.61,291.3,1.44,33.62,20.17,6.78,13.39,4.26,6.82,1187.41,4.28,6.06,61.91
2010-04-24 17:00:00,993.9,17.3,290.97,1.18,33.64,19.78,6.65,13.13,4.17,6.69,1189.0,3.55,6.6,64.65
2010-04-24 17:30:00,994.01,16.96,290.62,0.82,33.48,19.36,6.48,12.88,4.07,6.52,1190.61,4.61,5.84,70.1
2010-04-24 18:00:00,994.11,16.5,290.15,1.03,35.01,18.8,6.58,12.22,4.13,6.62,1192.58,2.95,4.48,54.59
2010-04-24 18:30:00,994.32,15.78,289.41,1.8,38.75,17.96,6.96,11.0,4.36,7.0,1195.63,3.0,4.56,51.92
2010-04-24 19:00:00,994.65,15.03,288.63,1.75,40.52,17.11,6.93,10.18,4.35,6.97,1199.15,2.63,4.68,50.44
2010-04-24 19:30:00,994.87,14.17,287.75,1.7,42.67,16.19,6.91,9.28,4.33,6.94,1203.02,2.48,3.28,32.62
2010-04-24 20:00:00,995.3,13.63,287.18,1.64,44.02,15.63,6.88,8.75,4.31,6.91,1205.82,1.54,2.6,23.54
2010-04-24 20:30:00,995.62,13.23,286.75,1.49,44.7,15.23,6.81,8.42,4.26,6.84,1207.93,1.82,2.46,17.59
2010-04-24 21:00:00,995.84,13.42,286.92,1.13,43.02,15.42,6.63,8.78,4.15,6.66,1207.48,1.72,2.88,359.1
2010-04-24 21:30:00,996.23,12.48,285.95,1.39,46.62,14.5,6.76,7.74,4.23,6.78,1211.87,2.72,3.64,14.93
2010-04-24 22:00:00,996.39,11.48,284.93,1.71,50.93,13.57,6.91,6.66,4.33,6.94,1216.25,1.48,3.12,346.6
2010-04-24 22:30:00,996.48,11.69,285.14,1.28,48.71,13.76,6.7,7.06,4.19,6.73,1215.56,1.46,1.88,12.41
2010-04-24 23:00:00,996.51,10.85,284.29,1.56,52.55,13.01,6.84,6.17,4.28,6.86,1219.12,0.48,1.0,181.6
2010-04-24 23:30:00,996.66,10.4,283.83,1.04,52.17,12.63,6.59,6.04,4.12,6.61,1221.37,1.77,2.52,351.4
2010-04-25 00:00:00,996.78,10.5,283.92,1.0,51.66,12.71,6.57,6.15,4.11,6.59,1221.09,2.29,3.16,2.25
2010-04-25 00:30:00,996.83,8.83,282.25,1.23,58.76,11.36,6.68,4.69,4.18,6.7,1228.33,0.67,1.24,232.8
2010-04-25 01:00:00,996.95,8.35,281.76,1.61,62.39,11.0,6.86,4.14,4.29,6.88,1230.49,0.25,0.56,55.02
2010-04-25 01:30:00,996.84,7.2,280.61,0.9,64.13,10.17,6.52,3.65,4.08,6.54,1235.56,1.32,1.92,217.9
2010-04-25 02:00:00,996.81,6.99,280.4,1.21,66.54,10.02,6.67,3.35,4.17,6.69,1236.38,0.5,0.96,53.99
